Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV7802	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	unclassified
ASV7803	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Paxillaceae	g__Paxillus	s__ammoniavirescens
ASV7804	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__alternatum
ASV7805	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	g__Dictyosporiaceae_gen_Incertae_sedis	unclassified
ASV7806	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Krasilnikovozyma	unclassified
ASV7807	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7808	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	s__erastii
ASV7809	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Incrustoporiaceae	g__Skeletocutis	s__nemoralis
ASV7810	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Incrustoporiaceae	g__Skeletocutis	s__papyracea
ASV7811	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Zopfiaceae	g__Didymocrea	unclassified
ASV7812	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Constantinomyces	s__oldenburgensis
ASV7813	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7814	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7815	k__Fungi	p__Basidiomycota	c__Dacrymycetes	o__Dacrymycetales	f__Cerinomycetaceae	g__Cerinomyces	unclassified
ASV7816	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Olla	s__transiens
ASV7817	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Phaeotremellaceae	g__Phaeotremella	s__fagi
ASV7818	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV7819	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Trichosphaeriales	f__Trichosphaeriaceae	g__Nigrospora	s__hainanensis
ASV7820	k__Fungi	p__Ascomycota	c__Sordariomycetes	unclassified	unclassified	unclassified	unclassified
ASV7821	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	s__proteacearum
ASV7822	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cosmospora	unclassified
ASV7823	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	unclassified	unclassified	unclassified
ASV7824	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	s__ichthyophaga
ASV7825	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Auriscalpiaceae	g__Auriscalpium	unclassified
ASV7826	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	s__imbrexigena
ASV7827	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV7828	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	unclassified
ASV7829	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	unclassified
ASV7830	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	unclassified	unclassified	unclassified
ASV7831	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	s__modesta
ASV7832	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	unclassified	unclassified
ASV7833	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Alphamycetaceae	g__Betamyces	unclassified
ASV7834	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7835	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Gomphales	f__Gomphaceae	g__Phaeoclavulina	s__nigricans
ASV7836	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria	s__balansae
ASV7837	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__pseudokoningii
ASV7838	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
ASV7839	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7840	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7841	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7842	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7843	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	unclassified
ASV7844	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7845	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7846	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7847	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7848	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	s__gaultheriae
ASV7849	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7850	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7851	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7852	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__globosa
ASV7853	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycopsidaceae	g__Saccharomycopsis	s__fibuligera
ASV7854	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7855	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7856	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7857	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7858	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7859	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7860	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Metschnikowiaceae	g__Clavispora	s__lusitaniae
ASV7861	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV7862	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Mollisina	unclassified
ASV7863	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Ceriporia	s__purpurea
ASV7864	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Retiarius	s__bovicornutus
ASV7865	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	unclassified	unclassified	unclassified
ASV7866	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__cinerea
ASV7867	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe	unclassified
ASV7868	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hyphodontiaceae	g__Kneiffiella	unclassified
ASV7869	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7870	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7871	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7872	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7873	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7874	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7875	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7876	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7877	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV7878	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Anthopsis	unclassified
ASV7879	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7880	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV7881	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7882	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__pseudokeratinophilum
ASV7883	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__nodulosa
ASV7884	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Pseudopithomyces	s__karoo
ASV7885	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Tylosporaceae	g__Amphinema	unclassified
ASV7886	k__Fungi	p__Ascomycota	c__Arthoniomycetes	o__Lichenostigmatales	f__Phaeococcomycetaceae	g__Antarctolichenia	s__onofrii
ASV7887	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Typhulaceae	g__Typhula	unclassified
ASV7888	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7889	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7890	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Hormonema	s__macrosporum
ASV7891	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7892	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7893	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7894	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7895	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7896	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7897	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7898	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7899	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7900	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7901	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7902	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7903	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7904	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7905	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Omphalotaceae	g__Gymnopus	s__fusipes
ASV7906	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__subcucurbitae
ASV7907	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Gloeophyllales	f__Gloeophyllaceae	g__Gloeophyllum	s__trabeum
ASV7908	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7909	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	g__Verrucaria	unclassified
ASV7910	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Bulleribasidium	s__oberjochense
ASV7911	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	unclassified
ASV7912	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	unclassified
ASV7913	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	unclassified
ASV7914	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	unclassified
ASV7915	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	s__carneolum
ASV7916	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__penicillioides
ASV7917	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Apiosporaceae	g__Apiospora	s__marii
ASV7918	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	unclassified
ASV7919	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Lacrymaria	s__glareosa
ASV7920	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Mycenaceae	g__Mycena	s__rosea
ASV7921	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariaceae	g__Auriculariaceae_gen_Incertae_sedis	unclassified
ASV7922	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Teunomyces	s__kruisii
ASV7923	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Emericellopsis	s__humicola
ASV7924	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Myrmecridiales	f__Myrmecridiaceae	g__Myrmecridium	s__phragmiticola
ASV7925	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7926	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Phaeotremellaceae	g__Phaeotremella	unclassified
ASV7927	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Erythrobasidiales_gen_Incertae_sedis	unclassified
ASV7928	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Pseudonectria	s__foliicola
ASV7929	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Graphostromataceae	g__Biscogniauxia	s__rosacearum
ASV7930	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cylindriaceae	g__Cylindrium	s__algarvense
ASV7931	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7932	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	unclassified
ASV7933	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Dissoconiaceae	g__Dissoconium	s__eucalypti
ASV7934	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7935	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Sarcosomataceae	g__Plectania	s__melastoma
ASV7936	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__dimennae
ASV7937	k__Fungi	p__Blastocladiomycota	c__Blastocladiomycota_cls_Incertae_sedis	o__Blastocladiomycota_ord_Incertae_sedis	f__Blastocladiomycota_fam_Incertae_sedis	g__Blastocladiomycota_gen_Incertae_sedis	unclassified
ASV7938	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Toxicocladosporium	s__irritans
ASV7939	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	unclassified	unclassified	unclassified
ASV7940	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Mollisiaceae	g__Mollisia	unclassified
ASV7941	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7942	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__ericae
ASV7943	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	unclassified	unclassified	unclassified
ASV7944	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Dothiora	unclassified
ASV7945	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	unclassified
ASV7946	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Clonostachys	s__rosea
ASV7947	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Neoschizotheciaceae	g__Neoschizothecium	s__carpinicola
ASV7948	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Teratosphaeria	s__agapanthi
ASV7949	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__tsunedae
ASV7950	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Constantinomyces	s__oldenburgensis
ASV7951	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__subcucurbitae
ASV7952	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	unclassified
ASV7953	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	unclassified
ASV7954	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Incrustoporiaceae	g__Skeletocutis	s__lepida
ASV7955	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavulinopsis	unclassified
ASV7956	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7957	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Gloeophyllales	f__Gloeophyllaceae	g__Gloeophyllum	s__trabeum
ASV7958	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__subcucurbitae
ASV7959	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidiaceae_gen_Incertae_sedis	unclassified
ASV7960	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Septoria	unclassified
ASV7961	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Valsariales	f__Valsariaceae	g__Valsaria	s__insitiva
ASV7962	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	unclassified
ASV7963	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7964	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Tapinellaceae	g__Tapinella	s__atrotomentosa
ASV7965	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV7966	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cylindriaceae	g__Cylindrium	unclassified
ASV7967	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7968	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arachnomycetaceae	g__Arachnomyces	unclassified
ASV7969	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	s__hirsutum
ASV7970	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7971	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Saccharomyces	s__cerevisiae
ASV7972	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7973	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	unclassified
ASV7974	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Extremaceae	g__Incertomyces	unclassified
ASV7975	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	s__hungarica
ASV7976	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7977	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	s__nigrescens
ASV7978	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	s__cylindrica
ASV7979	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Trichosporonaceae_gen_Incertae_sedis	unclassified
ASV7980	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7981	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV7982	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Pseudocladosporium	s__proteae
ASV7983	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV7984	k__Fungi	p__Ascomycota	c__Arthoniomycetes	o__Lichenostigmatales	f__Phaeococcomycetaceae	g__Phaeococcomyces	s__kinklidomatophilus
ASV7985	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Verrucocladosporium	s__dirinae
ASV7986	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Hypotrachyna	s__lividescens
ASV7987	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__communis
ASV7988	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	s__buxi
ASV7989	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7990	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	s__subcoronatum
ASV7991	k__Fungi	p__Ascomycota	c__Sordariomycetes	unclassified	unclassified	unclassified	unclassified
ASV7992	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	unclassified
ASV7993	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	s__fraserae
ASV7994	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV7995	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7996	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7997	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV7998	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV7999	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8000	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV8001	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8002	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8003	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8004	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
