Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV8005	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8006	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8007	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8008	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8009	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8010	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8011	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8012	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8013	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8014	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8015	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8016	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Yarrowia	s__galli
ASV8017	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__globosa
ASV8018	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8019	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8020	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8021	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8022	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8023	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8024	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	unclassified	unclassified	unclassified
ASV8025	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Paracladophialophoraceae	g__Paracladophialophora	unclassified
ASV8026	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetales_fam_Incertae_sedis	g__Trichaptum	s__biforme
ASV8027	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8028	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	unclassified
ASV8029	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Curvularia	s__fallax
ASV8030	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Calycina	unclassified
ASV8031	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	s__ostrea
ASV8032	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomyces	s__hirtus
ASV8033	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Saccharomyces	s__cerevisiae
ASV8034	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	unclassified
ASV8035	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Sordaria	s__fimicola
ASV8036	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophoraceae_gen_Incertae_sedis	unclassified
ASV8037	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8038	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8039	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8040	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8041	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8042	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8043	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8044	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8045	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8046	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Physcia	unclassified
ASV8047	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8048	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8049	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	s__cucumerina
ASV8050	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Phlebia	s__tremellosa
ASV8051	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8052	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8053	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Kregervanrija	s__pseudodelftensis
ASV8054	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__globosa
ASV8055	k__Fungi	p__Ascomycota	c__Sordariomycetes	unclassified	unclassified	unclassified	unclassified
ASV8056	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	s__capsuligena
ASV8057	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8058	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8059	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8060	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8061	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8062	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Gnomoniaceae	g__Ophiognomonia	s__kobayashii
ASV8063	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8064	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8065	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8066	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8067	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8068	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8069	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8070	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8071	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8072	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8073	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__solani
ASV8074	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8075	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Verrucocladosporium	s__dirinae
ASV8076	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__incarnata
ASV8077	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8078	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__roseus
ASV8079	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Fomitopsidaceae	g__Postia	s__sublowei
ASV8080	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8081	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lyophyllaceae	g__Calocybe	s__erminea
ASV8082	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	unclassified
ASV8083	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Zymoseptoria	unclassified
ASV8084	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	unclassified
ASV8085	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__radicina
ASV8086	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Amphisphaeriales	f__Pestalotiopsidaceae	g__Neopestalotiopsis	s__mesopotamica
ASV8087	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hyponectriaceae	g__Monographella	s__nivalis
ASV8088	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Ceriporia	s__punicans
ASV8089	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Incrustoporiaceae	g__Skeletocutis	s__kuehneri
ASV8090	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	unclassified	unclassified	unclassified
ASV8091	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Gnomoniaceae	g__Ophiognomonia	s__quercus-gambellii
ASV8092	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Rhytismatales	f__Rhytismataceae	g__Coccomyces	unclassified
ASV8093	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Exidiaceae	g__Exidia	unclassified
ASV8094	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8095	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Vuilleminiaceae	g__Vuilleminia	unclassified
ASV8096	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Coleophoma	s__eucalypticola
ASV8097	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	unclassified	unclassified	unclassified
ASV8098	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__randhawae
ASV8099	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Rickenellaceae	g__Resinicium	s__friabile
ASV8100	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8101	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8102	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	unclassified	unclassified	unclassified
ASV8103	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe	s__goulteri
ASV8104	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Occultifur	unclassified
ASV8105	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8106	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Trichomerium	s__lapideum
ASV8107	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__psychrophila
ASV8108	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8109	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Enterocarpus	s__grenotii
ASV8110	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeriopsis	s__aloes
ASV8111	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	unclassified	unclassified	unclassified
ASV8112	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	unclassified
ASV8113	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Gliomastix	s__luzulae
ASV8114	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8115	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8116	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Hymenochaete	unclassified
ASV8117	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
ASV8118	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriales_fam_Incertae_sedis	g__Dendrophoma	unclassified
ASV8119	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV8120	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Sakaguchiales	f__Sakaguchiaceae	g__Sakaguchia	s__lamellibrachiae
ASV8121	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Talaromyces	s__funiculosus
ASV8122	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Sclerodermataceae	g__Scleroderma	s__cepa
ASV8123	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Savoryellales	f__Savoryellaceae	g__Savoryellaceae_gen_Incertae_sedis	unclassified
ASV8124	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Hyalorbilia	s__tenuifusaria
ASV8125	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Reticulascaceae	g__Reticulascus	unclassified
ASV8126	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Neohendersonia	s__kickxii
ASV8127	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	s__sambuci
ASV8128	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Pyriculariaceae	g__Pseudopyricularia	unclassified
ASV8129	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Ochroconis	s__mirabilis
ASV8130	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Teloschistales	f__Teloschistaceae	g__Xanthocarpia	s__diffusa
ASV8131	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	unclassified
ASV8132	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Lyomyces	unclassified
ASV8133	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Coleophoma	s__paracylindrospora
ASV8134	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Kondoaceae	g__Bensingtonia	unclassified
ASV8135	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Rhodonia	s__placenta
ASV8136	k__Fungi	p__Ascomycota	c__Sordariomycetes	unclassified	unclassified	unclassified	unclassified
ASV8137	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Papulaspora	s__byssina
ASV8138	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Lithohypha	s__aloicola
ASV8139	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiaceae	g__Capnodium	s__citri
ASV8140	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Amphisphaeriales	f__Pestalotiopsidaceae	g__Pestalotiopsis	unclassified
ASV8141	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Goffeauzyma	s__iberica
ASV8142	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	s__quercitrusa
ASV8143	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	unclassified	unclassified
ASV8144	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8145	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Torulaceae	g__Torula	s__hollandica
ASV8146	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	unclassified	unclassified
ASV8147	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__globosum
ASV8148	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV8149	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV8150	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Entylomatales	f__Entylomataceae	g__Entyloma	unclassified
ASV8151	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	s__coudertii
ASV8152	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	unclassified
ASV8153	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Naviculisporaceae	g__Naviculispora	s__terrestris
ASV8154	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__herbamans
ASV8155	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Alphamycetaceae	g__Betamyces	s__americae-meridionalis
ASV8156	k__Fungi	p__Ascomycota	c__Pezizomycotina_cls_Incertae_sedis	o__Pezizomycotina_ord_Incertae_sedis	f__Pezizomycotina_fam_Incertae_sedis	g__Matsushimaea	unclassified
ASV8157	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe	s__malorum
ASV8158	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8159	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Litschauerella	unclassified
ASV8160	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	unclassified
ASV8161	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	unclassified
ASV8162	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8163	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	unclassified	unclassified
ASV8164	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	unclassified	unclassified
ASV8165	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__immutabilis
ASV8166	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV8167	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Hymenochaetopsis	s__tabacina
ASV8168	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Thelebolaceae	unclassified	unclassified
ASV8169	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	unclassified
ASV8170	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8171	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV8172	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8173	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8174	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8175	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8176	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8177	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV8178	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV8179	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
